,subset,clean_text,n_annot,mean_accept,mean_conf,label
20337,train,Lateral flow tests must be taken as soon as possible on the day of arrival in England or at the latest before the end of a passenger’s second day and can now be purchased from the list of private providers on GOV.UK from as little as £22 – significantly cheaper than PCR tests.,3,0.0,5.0,0
20339,train,Passengers must take a photo of their lateral flow test and booking reference supplied by the private provider and send it back to them to verify the result.,3,0.3333333333333333,4.666666666666667,0
20340,train,Passengers are also able to book a test which they can take on their arrival into England at testing centres located in some airports.,3,0.0,5.0,0
20341,train,People using PCR tests for travel will have their test reported by the company they purchase the test from.,3,0.0,5.0,0
20342,train,"Anyone testing positive will need to isolate and take a confirmatory PCR test, at no additional cost to the traveller, which can be genomically sequenced to help identify new variants.",3,0.0,5.0,0
20343,train,PCR tests can be accessed free of charge by ordering in the usual way through NHS Test and Trace – via nhs.ukcoronavirus or by calling 119.,6,0.0,4.833333333333333,0
20345,train,"Health and Social Care Secretary Sajid Javid said: I’m delighted that from today eligible travellers to England, who’ve had the life-saving COVID-19 vaccine, can benefit from a cheaper lateral flow test, providing faster results.",3,0.3333333333333333,4.0,0
20346,train,"This huge boost to the travel industry and the public will make it easier and cheaper for people to book holidays and travel abroad, and it is it is because of our incredible vaccine programme that this is possible.",3,1.0,4.666666666666667,1
20347,train,"Anyone who tests positive must take a PCR test, which, if positive, may be genomically sequenced to check for variants and further help us fight this virus.",3,0.3333333333333333,4.0,0
20348,train,"Transport Secretary Grant Shapps said: The change in rules for post-arrival tests will give passengers more options and faster results, just in time for many half-term holidays.",3,0.0,4.666666666666667,0
20349,train,It’s thanks to the success of our vaccination programme that we can make this switch – giving the industry and consumers a much-needed boost.,3,1.0,4.0,1
20350,train,"Dr Jenny Harries, Chief Executive of the UK Health Security Agency (UKHSA), said: Testing and self-isolating if you are positive remain crucial steps to managing the pandemic and stopping the spread of COVID-19 in the community.",3,0.0,4.0,0
20351,train,It is also critical that those who have positive lateral flow tests when returning to England go on to get this checked through an NHS Test and Trace PCR.,3,0.0,4.0,0
20352,train,This way we can continue to monitor new variants and stay on top of the virus.,3,0.0,4.0,0
20353,train,"Regular hand-washing, wearing face coverings in crowded spaces – including on transport – ventilating spaces and getting vaccinated are simple actions all of us can take to protect ourselves and those around us when we travel.",3,0.6666666666666666,3.6666666666666665,1
20354,train,"All travellers must complete their passenger locator form prior to travel, including providing a test booking reference number supplied by a testing provider.",3,0.0,5.0,0
20355,train,"Anyone travelling on to Ireland, Northern Ireland, Scotland, Wales, the Channel Islands or the Isle of Man in the 10 days after arrival in England must follow the rules for testing and quarantine in those places.",3,0.3333333333333333,4.666666666666667,0
20356,train,"Passengers who are not fully vaccinated with an authorised vaccine returning from a non-red destination must still take a pre-departure test (antigenPCR), a PCR test on day 2 and day 8 test and complete 10 days’ self-isolation (with the option of doing Test to Release on day 5).",3,0.3333333333333333,4.666666666666667,0
20357,train,The vaccine programme is building a wall of defence across the country and the booster vaccine rollout is now well underway with more than 4 million people vaccinated.,3,0.0,4.666666666666667,0
20358,train,"It is vital that eligible people get their booster jab and their flu jab to protect themselves, their loved ones and the NHS this winter.",3,0.6666666666666666,4.333333333333333,1
20359,train,"NHS Test and Trace (NHS TT) have suspended testing operations provided by Immensa Health Clinic Ltd at its laboratory in Wolverhampton, following an investigation into reports of people receiving negative PCR test results after they have previously tested positive on a Lateral Flow Device (LFD).",3,0.3333333333333333,3.333333333333333,0
20360,train,"While investigations are underway into the precise cause, NHS TT estimate that around 400,000 samples have been processed through the lab, the vast majority of which will have been negative results, but an estimated 43,000 people may have been given incorrect negative PCR test results between 2 September and 12 October, mostly in the South West of England.",3,0.0,5.0,0
20361,train,This is an isolated incident attributed to one laboratory but all samples are now being redirected to other laboratories.,3,0.0,3.333333333333333,0
20362,train,The number of tests carried out at the Immensa laboratory are small in the context of the wider network and testing availability is unaffected around the country.,3,0.0,5.0,0
20363,train,NHS TT is contacting the people that could still be infectious to advise them to take another test.,3,0.0,4.666666666666667,0
20364,train,Close contacts who are symptomatic will also be advised to take a test in line with normal practice.,3,0.3333333333333333,4.666666666666667,0
20365,train,Anyone with COVID-19 symptoms should book a PCR test.,3,0.3333333333333333,4.666666666666667,0
20366,train,Those with a positive LFD test should get a follow up PCR test to confirm they have COVID-19.,3,0.3333333333333333,4.666666666666667,0
20367,train,"Dr Will Welfare, Public Health Incident Director, UK Health Security Agency (UKHSA), said: We have recently seen a rising number of positive LFD results subsequently testing negative on PCR.",3,0.0,5.0,0
20368,train,"As a result of our investigation, we are working with NHS Test and Trace and the company to determine the laboratory technical issues which have led to inaccurate PCR results being issued to people.",3,0.6666666666666666,4.0,1
20369,train,We have immediately suspended testing at this laboratory while we continue the investigation.,3,0.0,4.333333333333333,0
20370,train,There is no evidence of any faults with LFD or PCR test kits themselves and the public should remain confident in using them and in other laboratory services currently provided.,2,0.0,4.5,0
20371,train,"If you get a positive LFD test, it’s important to make sure that you then get a follow up PCR test to confirm you have COVID-19.",3,0.3333333333333333,4.666666666666667,0
20372,train,"If you have symptoms of COVID-19, self-isolate and take a PCR test.",3,0.3333333333333333,4.666666666666667,0
20373,train,"Andrea Riposati, CEO of Immensa Health Clinic Ltd, said: We are fully collaborating with UKHSA on this matter.",3,0.0,4.666666666666667,0
20374,train,Quality is paramount for us.,3,0.0,5.0,0
20375,train,"We have proudly analysed more than 2.5 million samples for NHS Test and Trace, working closely with the great teams at the Department of Health and Social Care (DHSC) and UKHSA.",3,0.0,5.0,0
20376,train,We do not wish this matter or anything else to tarnish the amazing work done by the UK in this pandemic.,3,0.0,5.0,0
20377,train,"Boots, LloydsPharmacy and Asda come together to support largest ever winter vaccine drive This year will see the country’s biggest flu programme in history with 35 million people eligible for a free vaccine A nationwide advertising campaign launches today (Friday 22 October) as part of the government’s call to the public to get their COVID-19 booster and flu jabs, to protect themselves and their loved ones this winter.",3,0.3333333333333333,3.6666666666666665,0
20378,train,"The multimedia campaign will run on outdoor billboards, broadcast and community radio and TV to support the national vaccine drive.",3,0.3333333333333333,4.666666666666667,0
20379,train,The colder weather traditionally leads to increased transmission of viruses.,3,1.0,5.0,1
20380,train,Experts have warned that this year there could be a significant flu surge coinciding with continuing or rising COVID-19 cases.,3,0.0,5.0,0
20381,train,Immunity to flu is expected to be lower due to lower levels of the virus in circulation last winter.,3,1.0,4.333333333333333,1
20382,train,"Vaccines give high levels of protection but immunity reduces over time, so it is vital vulnerable people come forward to get their COVID-19 booster vaccine to top-up their defences and protect themselves this winter.",3,1.0,4.666666666666667,1
20383,train,"For those not eligible for a booster, the protection from 2 doses is sufficient.",3,0.0,4.666666666666667,0
20384,train,Vaccines provide the best possible protection against infection and serious disease.,3,0.3333333333333333,4.333333333333333,0
20385,train,"The government is pushing the biggest ever winter vaccine campaign for COVID-19 and flu, so people can protect themselves and their loved ones this winter and play their role in reducing pressure on the NHS.",3,1.0,4.666666666666667,1
20386,train,"The campaign television advert hits screens today and asks people to get vaccinated, get boosted, get protected. It features Michelle, an NHS nurse, explaining the benefits of the flu jab and COVID-19 booster vaccine.",3,0.0,4.666666666666667,0
20387,train,The new television advert will be seen in primetime spots alongside Emmerdale and Coronation Street as well as daytime shows such as This Morning and Loose Women.,3,0.0,5.0,0
20388,train,"Targeted digital channels will also carry the campaign adverts including social media platforms, digital radio and online video such as YouTube.",3,0.0,5.0,0
20389,train,People will be invited for the COVID-19 booster jab when it’s their turn – if they have not been contacted within a week of reaching 6 months since their second jab they can call 119 or book online.,3,0.0,3.6666666666666665,0
20390,train,Those who are eligible for a free flu vaccine can book an appointment through their GP surgery or local pharmacy.,3,0.3333333333333333,4.666666666666667,0
20391,train,"Vaccines are available for those aged 12 to 15 to offer the best possible protection this winter in schools, and they will also be available in vaccine centres from this weekend.",3,0.3333333333333333,5.0,0
20392,train,This week the country’s leading pharmacies have joined forces to encourage people to come forward and get their free flu vaccine and COVID-19 booster jab when eligible.,3,0.3333333333333333,4.666666666666667,0
20393,train,"Alongside independent pharmacists, Boots, LloydsPharmacy and Asda – who together have over 4,000 pharmacies across the UK – have backed the call for people to get vaccinated for the best possible protection this winter.",3,0.0,4.333333333333333,0
20394,train,"Secretary of State for Health and Social Care, Sajid Javid, said: Our vaccine programme is building a wall of defence across the country and our booster rollout is now well underway with more than 4 million jabs in arms.",3,0.3333333333333333,4.666666666666667,0
20395,train,"As we go into winter, it is vital that eligible people get their booster jab and their flu jab to protect themselves, their loved ones and the NHS.",3,0.6666666666666666,3.333333333333333,1
20396,train,"This is a national mission and I’m hugely grateful to the public, volunteers and NHS workers rolling out jabs.",3,0.0,5.0,0
20397,train,It is fantastic to see some of our biggest high street pharmacies give their backing to the winter vaccination programme.,3,0.0,4.666666666666667,0
20398,train,"Similarly, over three quarters (77%) of those 50 to 69 would be likely to get the flu vaccine and nearly all (94%) of those over 70.",3,0.0,5.0,0
20399,train,"Dr Raj Patel, GP and Deputy National Medical Director of Primary Care for NHS England, said: Flu is a huge killer and last year GPs and pharmacists jabbed record numbers of people and as we head into what could be one of the most challenging winters yet for the NHS, it has never been more important to get your flu and COVID booster jab.",3,0.0,4.333333333333333,0
20400,train,"Flu has a serious impact on the health of thousands of people every winter and it has never been easier to ensure you are protected, so I would urge everyone to book an appointment directly with you GP or pharmacist as soon as possible.",3,0.0,4.0,0
20401,train,"Mary Ramsay, Head of Immunisation, UK Health Security Agency, said: This is the first winter when COVID-19 and seasonal flu are expected to be circulating together, putting more lives at risk.",3,0.3333333333333333,4.333333333333333,0
20402,train,Vaccinations are important to protect against both diseases.,3,0.0,4.0,0
20403,train,"Please book an appointment if you are eligible for the flu vaccine, or get your COVID-19 booster as soon as you are invited – which is due 6 months after a second dose.",3,0.0,4.333333333333333,0
20404,train,"Michelle, Nurse who features in the advert, said: As a frontline worker for the NHS, I know of the devastating impact both Covid and flu can have in winter.",3,0.0,4.666666666666667,0
20405,train,Vaccines offer the best protection and I hope this campaign drives home the importance of coming forward when you can.,3,0.0,4.666666666666667,0
20406,train,"GP and TV doctor, Dr Dawn Harper, said: It’s really important that if you are eligible to take up the offer for the different vaccinations – this is both the flu vaccine and COVID-19 booster – you do so.",3,0.0,4.666666666666667,0
20407,train,Thousands of people die from the flu each year and this year we’re expecting high levels to circulate as we head into winter.,3,0.3333333333333333,4.0,0
20408,train,"With the added threat of further COVID-19 and our immunity wavering, it’s so vital that people get protected against both these deadly viruses.",3,0.3333333333333333,4.333333333333333,0
20409,train,"This is a huge drive and we need everyone do their part by protecting themselves, and those around them.",3,0.3333333333333333,4.666666666666667,0
20410,train,"You can get your COVID-19 booster and flu vaccinations at vaccination centres, GPs or community pharmacists so please, make sure to book your appointment as soon as you’re invited.",3,0.0,4.666666666666667,0
20411,train,"Dr Leyla Hannbeck, Chief Executive Association of Independent Multiple Pharmacies, said: Community pharmacies are already on track to smash last year’s flu vaccination record this season which showcases that patients are keen to get protection against the flu.",3,0.0,4.666666666666667,0
20412,train,"Pharmacies, bravely remained open throughout the pandemic despite the risks and are increasingly seen as first port of call for members of the community to meet their basic healthcare needs.",3,0.0,4.0,0
20413,train,They provide accessibility and convenience for patients to get their flu vaccination.,3,0.3333333333333333,4.0,0
20414,train,"As we are approaching winter and with the potential higher cases of COVID, it is essential that all eligible patients get vaccinated.",3,0.3333333333333333,4.333333333333333,0
20415,train,"Marc Donovan, Chief Pharmacist at Boots, said: Boots offers free NHS and private flu jabs and are seeing high demand this year.",3,0.0,4.333333333333333,0
20416,train,We have already taken over one million flu jab bookings to date but there are still plenty of appointments available at our pharmacies across the UK.,3,0.0,5.0,0
20417,train,"Boots is also supporting the NHS to deliver COVID-19 booster jabs this winter at select pharmacies, offering a free flu jab at the same time to all eligible patients.",3,0.0,5.0,0
20418,train,Having both vaccines offers optimum protection from getting seriously unwell from these viruses in the coming months.,3,0.6666666666666666,4.333333333333333,1
20419,train,"Victoria Steele, Superintendent Pharmacist at LloydsPharmacy, said: It is very likely that we’ll see much greater levels of transmission of the influenza virus this winter.",3,0.0,5.0,0
20420,train,"Immunity and protection are increasingly at the forefront of our minds, and we have seen this through the high volume of flu bookings at LloydsPharmacy this year and through increased sales of winter medicines, as many start to take precautions as we head into cold and flu season.",3,0.3333333333333333,4.0,0
20421,train,"It is important that we all do what we can to protect ourselves and loved ones this winter by getting both the flu vaccine and the COVID booster vaccine, for those who are eligible.",3,0.6666666666666666,4.333333333333333,1
20422,train,"I’d encourage people to book as soon as possible, as it does take time for the body to develop its antibodies after any vaccine.",3,0.3333333333333333,4.666666666666667,0
20423,train,You can book your appointment for a flu vaccine online or by visiting your local LloydsPharmacy.,3,0.0,5.0,0
20424,train,"Treatments to speed up recovery time for COVID-19 patients Most vulnerable will be eligible first, including the elderly and those with weakened immune systems Thousands of vulnerable patients could be taking ground-breaking COVID-19 antivirals this winter after the government announced deals to secure 2 new treatments.",3,0.0,4.333333333333333,0
20425,train,The deals made by the Antivirals Taskforce are a significant step in its ambition to secure at least 2 new effective treatments by the end of the year for those who have either tested positive for COVID-19 or have been exposed to someone with the virus.,3,0.0,3.6666666666666665,0
20426,train,Should the treatments be approved by the UK’s renowned medicines regulator – the Medicines and Healthcare products Regulatory Agency (MHRA) – thousands of NHS patients will be able to access the treatments to prevent the infection from spreading and speed up recovery time.,3,0.6666666666666666,4.0,1
20427,train,"The 2 new antivirals are expected to be given to those most at risk from the virus, helping reduce the severity of symptoms and ease pressure on the NHS over winter.",3,1.0,3.6666666666666665,1
20428,train,"Health and Social Care Secretary Sajid Javid said: Since the beginning of this pandemic, we have been building an armoury of life-saving measures to tackle the virus and protect the country – including our phenomenal vaccination programme and therapeutics.",3,0.3333333333333333,3.0,0
20429,train,I am delighted to confirm we may soon have a new defence in our arsenal with 2 new antiviral drugs that we have secured.,3,0.0,4.666666666666667,0
20430,train,"Our work is far from done though – and we’ll continue our tireless work to secure more innovative treatments so we can protect as many people as possible from the virus, its variants and future diseases.",3,0.6666666666666666,4.333333333333333,1
20431,train,"The 2 antivirals are: Molnupiravir, from company Merck Sharp and Dohme (MSD), of which the government has secured 480,000 courses – it has proven in clinical trials to reduce the risk of hospitalisation or death for at-risk non-hospitalised adults with mild to moderate COVID-19 by 50% PF-07321332ritonavir, from company Pfizer, of which the government has secured 250,000 courses – 3 phase 2 and 3 trials are currently underway The government and NHS are now working at pace on plans for deployment of the treatments, including the delivery of a national study.",3,0.0,4.333333333333333,0
20432,train,This will allow medical experts to gather further data on the potential benefits these treatments bring to vaccinated patients.,3,0.0,5.0,0
20433,train,Further details on the study will be set out in due course.,3,0.3333333333333333,4.666666666666667,0
20434,train,"Before the antivirals can be authorised, they would first need to be evaluated by the MHRA, to ensure they meet the regulator’s high standards of quality, safety and effectiveness.",3,0.3333333333333333,4.666666666666667,0
20435,train,Antivirals are treatments used to either treat those who are infected with a virus or protect exposed individuals from becoming infected.,6,0.0,4.833333333333333,0
20436,train,"The Antivirals Taskforce will continue to look at a number of further options, spanning a range of different antiviral mechanisms.",3,0.0,5.0,0
20438,train,"Chair of the Antivirals Taskforce, Eddie Gray, said: This is a very important development in our mission to find antivirals for those exposed to COVID-19, supporting the renowned vaccination programme and the NHS over the coming months.",3,0.0,3.0,0
20439,train,"Should they be approved by the medicines regulator, we could see these treatments rolled out to patients this winter, providing them with vital protection.",3,0.3333333333333333,4.666666666666667,0
20440,train,"Deputy Chief Medical Officer, Professor Jonathan Van-Tam, said: The COVID-19 vaccines and therapeutics that have been rolled out to tens of millions of UK patients have had a critical impact on this pandemic, and antivirals bring another key intervention to the table.",3,0.6666666666666666,4.0,1
20441,train,They will be particularly vital in protecting those who may not get the same antibody response to the vaccines as the majority of the population.,3,0.0,5.0,0
20442,train,"We will now work quickly to ensure the right cohorts of people receive these treatments as soon as possible, should they be approved by the MHRA.",3,0.0,4.666666666666667,0
20443,train,"Tested and trialled on the NHS these medicines are the latest example of the health service offering patients the world’s most innovative treatments, which not only save lives, but could also help reduce the number of people becoming seriously ill with COVID-19, as we head into one of the most challenging winters to date.",3,1.0,3.333333333333333,1
20444,train,"From 24 October fully vaccinated passengers and most under 18s arriving in England from countries not on the red list can take a cheaper lateral flow test, instead of a PCR test, on or before day 2 of their arrival into the UK.",3,0.3333333333333333,4.666666666666667,0
20445,train,"These can be booked from 22 October Change will come into effect for those returning from half-term breaks with lateral flow tests available to book through private providers listed on GOV.UK Passengers must upload a photo of their test to verify results as soon as possible, with free confirmatory NHS PCRs for any positive cases Eligible fully vaccinated passengers arriving in England from countries not on the red list can take a lateral flow test on or before day 2 of their arrival from 24 October, rather than PCR tests – cutting the cost of tests in time for travellers returning from half-term breaks.",3,0.0,3.6666666666666665,0
20446,train,These can be booked from 22 October.,3,0.0,5.0,0
20447,train,"Eligible travellers will be able to order cheaper lateral flow tests from private testing providers as an alternative to a PCR, offering faster results.",3,0.3333333333333333,4.333333333333333,0
20448,train,The list of approved private providers will go live on GOV.UK on 22 October.,3,0.0,5.0,0
20449,train,Passengers will need to take a photo of their lateral flow test and booking reference supplied by the private provider and send it back to them to verify the result.,3,0.3333333333333333,4.666666666666667,0
20450,train,Passengers are also able to book to have a test which they can take on their arrival into the UK at testing centres located in some airports.,3,0.0,5.0,0
20451,train,Those that have already bought a PCR do not need to buy another test.,3,0.3333333333333333,4.666666666666667,0
20452,train,The arrival test must be taken as soon as possible on or before the second day of a passenger’s arrival in the UK.,3,0.0,4.666666666666667,0
20453,train,Lateral flow tests for international travel must be purchased from a private provider as NHS Test and Trace tests cannot be used for international travel.,3,0.3333333333333333,4.666666666666667,0
20454,train,The government is able to make this change thanks to the success of the vaccination programme both in the UK and around the world which has protected millions of people and reduced the risks of opening up international travel.,3,1.0,4.666666666666667,1
20455,train,"Professor Stephen Powis, National Medical Director for NHS England, said: Alongside delivering millions of COVID-19 vaccinations and over 4 million boosters as part of the biggest and most successful NHS vaccination programme, this new treatment being trialled in a national study will add to the health service’s armoury in giving the most vulnerable people the best chance of recovery from this deadly virus, and with cases rising, it is still very much a threat to public health.",5,1.0,4.4,1
20456,train,The UK’s renowned life sciences sector makes it the ideal base for the brightest of global innovators to research and progress cutting-edge treatments for COVID-19 through the clinical trials process here in Britain.,4,0.0,4.75,0
20460,train,Anyone who tests positive will need to self-isolate and take a confirmatory PCR test.,3,0.3333333333333333,4.666666666666667,0
20462,train,Providers will be expected to advise people to self-isolate and direct people towards the NHS Test and Trace booking page.,3,0.0,5.0,0
20463,train,"Health and Social Care Secretary Sajid Javid said: We want to make going abroad easier and cheaper, whether you’re travelling for work or visiting friends and family.",3,0.0,4.666666666666667,0
20464,train,Lateral flow tests will be available later this month for those returning from half-term holidays.,3,0.0,5.0,0
20465,train,"This change to testing is only possible thanks to the incredible progress of our vaccination programme, which means we can safely open up travel as we learn to live with the virus.",3,1.0,4.333333333333333,1
20466,train,"Grant Shapps, Secretary of State for Transport, said: Today’s rule changes will make testing on arrival simpler and cheaper for people across the country who are looking forward to well-earned breaks for this October half term.",3,0.3333333333333333,4.666666666666667,0
20467,train,Taking away expensive mandatory PCR testing will boost the travel industry and is a major step forward in normalising international travel and encouraging people to book holidays with confidence.,3,0.6666666666666666,3.6666666666666665,1
20468,train,"Dr Jenny Harries, Chief Executive of the UK Health Security Agency (UKHSA), said: Testing, along with vaccines, remains one of our first lines of defence against COVID-19.",3,0.0,4.666666666666667,0
20469,train,"Getting a test as early as possible on arrival and isolation when necessary, can help control the spread of the virus and protect one another.",3,1.0,3.6666666666666665,1
20470,train,The government will extend regulations and publish protocol to allow some tests supplied to the private testing market that are pending validation to remain on the market in the short term.,3,0.6666666666666666,4.0,1
20471,train,This is to address any potential shortage of supply while work continues at pace to ensure only high-performing tests are ultimately approved to remain on the UK market.,3,0.0,3.333333333333333,0
20472,train,"The government will continue to publish a list of private testing providers who meet the minimum standards for the public to choose from, with PCR test options available as well.",3,0.0,4.666666666666667,0
20473,train,"All travellers must complete their passenger locator form prior to travel, including a test booking reference number supplied by a testing provider.",3,0.0,4.666666666666667,0
20474,train,Travellers will be able to upload their test booking reference to the passenger locator form from 22 October for arrival in the UK from 24 October.,3,0.0,4.333333333333333,0
20475,train,"Eligible travellers vaccinated in over 100 countries and territories including Brazil, Ghana, Hong Kong, India, Pakistan, South Africa and Turkey, will be treated the same as returning fully vaccinated UK residents.",3,0.0,4.666666666666667,0
20476,train,"This means they will be eligible for the quarantine exemption and reduced testing measures, including taking just a lateral flow test on arrival.",3,0.0,4.0,0
20477,train,This is as long as they have not visited a red list country or territory in the 10 days before arriving in England.,3,0.3333333333333333,4.0,0
20478,train,Eligible under 18s from these countries will also be treated as if fully vaccinated.,3,0.3333333333333333,4.666666666666667,0
20479,train,The government continues to work with the devolved administrations to ensure there continues to be robust border measures in place to protect the UK.,3,0.3333333333333333,4.666666666666667,0
20480,train,"Passengers who are not fully vaccinated with an authorised vaccine returning from a non-red destination must still take a pre-departure test, a PCR test on day 2 and day 8 test and complete 10 days self-isolation (with the option of Test to Release on day 5).",3,0.3333333333333333,4.666666666666667,0
20481,train,This article was originally published in the Daily Mail.,3,0.0,5.0,0
20482,train,"Like many Asian parents, my mum always wanted me to be a GP.",3,0.0,5.0,0
20483,train,"When I told her I’d been made Health and Social Care Secretary, she said: Well, you didn’t quite make it to GP, but at least you’re working in healthcare! In truth, she was only half joking.",3,0.0,5.0,0
20484,train,There’s a reason why people such as my mum have such high regard for GPs: their powerful blend of expertise and empathy has made generations of communities happier and healthier.,3,0.6666666666666666,4.333333333333333,1
20485,train,So I want to say a huge thank you to GPs and their teams across the country for their commitment to patients during the most challenging of times.,3,0.0,4.333333333333333,0
20486,train,"I may not have become a GP, but I do want to make it easier for them to do their vital work.",3,0.0,5.0,0
20487,train,"Equally, I am committed to making sure patients can see their GP in the way they choose and have a better experience when they do.",3,0.0,5.0,0
20488,train,The Mail has run an important campaign on this issue.,3,0.0,5.0,0
20489,train,"Working closely with the NHS, we’ve made a plan for GPs and patients to do just that: it will mean more appointments in the ways people want.",3,0.6666666666666666,4.0,1
20490,train,"While I’m determined to get us closer to pre-pandemic levels of face-to-face appointments, it is, of course, true that online and telephone consultations are more convenient for many people.",3,0.0,4.666666666666667,0
20491,train,There’s no question that telephone and video calls will be a part of the future of general practice.,3,0.0,5.0,0
20492,train,But it cannot be the whole future.,3,0.0,5.0,0
20493,train,"With winter just around the corner, I know GPs are under real pressure: the demand for appointments is high and so is their workload.",3,0.3333333333333333,3.6666666666666665,0
20494,train,"So today, I’m announcing a fresh £250 million investment in general practice to boost capacity ahead of the winter, opening up more appointments.",3,0.6666666666666666,4.0,1
20495,train,"With this money, we will expect GPs to provide clear plans for how they will improve access and deliver more face-to-face appointments, such as offering appointments on evenings and weekends.",3,0.3333333333333333,3.0,0
20496,train,"By and large, people understand why it’s been a difficult time for our GPs: coronavirus (COVID-19) pressures, concerns about infection and reduced space in waiting rooms have often made the process of getting an appointment more difficult.",3,1.0,4.333333333333333,1
20497,train,"While I understand the frustration, violence and abuse towards GPs and their teams will never be tolerated.",3,0.0,5.0,0
20498,train,"GPs and their teams need to feel safe at work, and the NHS is making £5 million available for practices to improve their security measures as part of our plan.",3,0.3333333333333333,3.333333333333333,0
20499,train,Another way we’re going to ensure more time is spent with patients is by spreading the workload.,3,0.3333333333333333,4.666666666666667,0
20500,train,"I want every practice to use the NHS Community Pharmacy Consultation Service, so our brilliant community pharmacists can do more in terms of prescribing.",3,0.3333333333333333,4.0,0
20501,train,"I’m asking my department to work with the NHS and look at a ‘Pharmacy First’ scheme for England, so pharmacists can provide treatment for specific conditions such as sore throats, without patients having to go to their GP – building on pilot schemes in England and much as they already do in Scotland.",3,0.6666666666666666,3.6666666666666665,1
20502,train,We also need to measure GPs against clearer standards.,3,0.0,5.0,0
20503,train,"The vast majority of GPs are doing brilliant work but, where GPs are not, we have to fix it: it’s simply not fair for their patients to suffer in silence.",3,0.0,4.333333333333333,0
20504,train,"The challenges in general practice are far from over, but I have every confidence we can meet the difficulties ahead by working together to achieve our common goal – delivering for patients.",3,0.3333333333333333,4.0,0
20505,train,"The NHS, working closely with the Department of Health and Social Care, has today published a blueprint for improving access to GP appointments for patients alongside supporting GPs and their teams.",3,0.0,4.0,0
20506,train,"Surgeries will be provided with additional funding to boost their capacity to increase the proportion of appointments delivered face to face, as part of a major drive to support general practice and level up performance, including additional efforts to tackle abuse against staff.",3,0.6666666666666666,4.0,1
20507,train,"The measures, including a £250 million winter access fund from NHS England, will enable GP practices to improve availability so that patients who need care can get it, often on the same day if needed.",3,1.0,4.333333333333333,1
20508,train,"The investment will fund locums and support from other health professionals such as physiotherapists and podiatrists, with a focus on increasing capacity to boost urgent same-day care.",3,0.3333333333333333,3.6666666666666665,0
20509,train,This is in addition to £270 million invested over the previous 11 months to expand capacity and support GPs.,3,0.3333333333333333,3.333333333333333,0
20510,train,"Amanda Pritchard, Chief Executive of the NHS, said: Improving access to high quality general practice is essential for our patients and for the rest of the NHS too.",3,0.0,4.666666666666667,0
20511,train,It is a personal priority and today NHS England is taking both urgent and longer term action to back GPs and their teams with additional investment and support.,3,0.3333333333333333,4.333333333333333,0
20512,train,"Secretary of State for Health and Social Care Sajid Javid said: I am determined to ensure patients can see their GP in the way they want, no matter where they live.",3,0.0,5.0,0
20513,train,I also want to thank GPs and their teams for their enormous efforts in the most challenging times in living memory.,3,0.0,5.0,0
20514,train,Our new plan provides general practice teams with investment and targeted support.,3,0.0,4.666666666666667,0
20515,train,"This will tackle underperformance, taking pressure off staff so they can spend more time with patients and increase the number of face-to-face appointments.",3,0.3333333333333333,4.666666666666667,0
20516,train,Alongside this we are setting out more measures to tackle abuse and harassment so staff at GP surgeries who work so tirelessly to care for patients can do so without having to fear for their safety.,3,0.6666666666666666,4.333333333333333,1
20517,train,The NHS England document makes clear that every GP practice must seek patients’ input and respect preferences for face-to-face care unless there are good clinical reasons to the contrary.,3,0.0,4.666666666666667,0
20518,train,"The extra investment will help to increase the number of appointments delivered, while local health systems will be free to determine how best to tackle particular challenges to access and provision of care in their own community, which could include putting in place additional resource for walk-in consultations.",3,1.0,3.333333333333333,1
20519,train,"Local plans will need to deliver these improvements in access, with practices that do not provide appropriate levels of face-to-face care not able to access the additional funding, and instead offered support to improve.",3,0.0,3.6666666666666665,0
20520,train,"Under the plan, the NHS will also support upgrades to telephone systems, ensuring that more patients can quickly and easily speak to general practice staff, and help the public avoid long waits when contacting a surgery by phone.",3,1.0,4.0,1
20521,train,The government will also reduce administrative burdens on GPs by reforming who can provide medical evidence and certificates such as fit notes and DVLA checks – freeing up time for more appointments.,3,0.6666666666666666,4.0,1
20522,train,The UK Health Security Agency (UKHSA) will complete its review of infection prevention and control (IPC) guidance in general practice and set out practical steps on IPC measures in GP settings which could increase the number of patients that can be seen.,3,0.3333333333333333,4.666666666666667,0
20523,train,"As part of this package, the NHS will increase its oversight of practices with the most acute issues in relation to access, and GP appointment data will be published at practice level by spring next year.",3,0.0,4.666666666666667,0
20524,train,"This will enhance transparency and accountability, as monthly data is currently only published by clinical commissioning group.",3,0.3333333333333333,4.666666666666667,0
20525,train,"In addition, patients will get the opportunity to rate their practice’s performance, via text message, based on their most recent experience of accessing support.",3,0.0,5.0,0
20526,train,"This survey, which has been previously agreed with the profession, is being piloted in around 60 practices and will be rolled out next year.",3,0.0,5.0,0
20527,train,"Together with the government and Academy of Medical Royal Colleges, the NHS will also develop a zero-tolerance campaign on abuse of NHS staff, including GP teams.",3,0.0,5.0,0
20528,train,"General practice teams have delivered more than 300 million appointments over the last year as well as delivering the vast majority of COVID vaccinations, saving lives and protecting millions of people against the virus at speed.",3,0.3333333333333333,4.333333333333333,0
20529,train,"Health Minister Maria Caulfield said: As a nurse on the frontline during the pandemic I know how hard GPs and their teams have worked, while recognising how badly so many people want to see their GPs in person.",3,0.0,5.0,0
