,text,label
14290,"In this regard, I would like to underline the importance of scientific subjects because technology, science and innovation in general play a vital role in tackling global challenges and thus in the pursuit of sustainable development.",1
2570,We articulated them as areas of action in the UN Seventy-Fifth Anniversary Declaration.,0
15121,"In that context, we want to express our concern about the proliferation of weapons of mass destruction, especially nuclear weapons, which constitutes a threat to international peace and security.",0
10486,We want all those involved in perpetrating the attacks to be brought before Argentine courts so that they can be tried and ultimately sentenced.,0
7523,"In fact, in recent years the Kingdom of the Netherlands has spent almost 70 per cent of its public climate financing on adaptation.",0
17007,"For the United Nations, which will celebrate 75 years of existence in 2020, and for each country individually, this is a great moment to accelerate our actions towards the achievement of the Sustainable Development Goals if we actually wish to leave no one behind and achieve one of the more humanistic goals of the 2030 Agenda for Sustainable Development.",0
15782,It is often accompanied by drastic violations of human rights and undermines our efforts to build prosperous societies.,0
7474,"Over the past decade, the US has been making the mistake of modifying its way of war with the world instead of changing its way of life.",0
17447,"Economic management for us involves taking stock of where we are, building the right structures for re-engagement with our international partners, and ensuring that the right enablers are put in place to build and sustain a robust economy.",1
5559,And thanks to the colossal collective effort in November we did bring the R below 1 we did get the infection rate down.,1
5655,"And that means that if you are visiting others over Christmas, we are asking you – in the five days beforehand, as early as this Friday - to reduce the number of people you are in contact with to the lowest possible because this virus spreads from human contact.",1
7638,"The UK is leading the way to research, develop and roll out the most exciting, cutting-edge treatments, and my thanks goes to the expert teams at the MHRA and MSD for this triumph, as well as the Antivirals Taskforce who have procured the treatment.",0
4489,"All appropriate public health interventions will be undertaken, including additional contact tracing and targeted testing.",0
10124,"The Fund was then established, with the support of the Group of Eight at the time, and 32 million lives have been saved as a result.",1
11624,"These will be in a range of locations that will make it as easy as possible for people to get boosted – such as at football stadia, shopping centres and racecourses.",1
3898,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 92 in week 14, compared to 140 in the previous week.",0
7905,"Treatments to speed up recovery time for COVID-19 patients Most vulnerable will be eligible first, including the elderly and those with weakened immune systems Thousands of vulnerable patients could be taking ground-breaking COVID-19 antivirals this winter after the government announced deals to secure 2 new treatments.",0
424,But to do this while we are still fighting a pandemic and recovering from its impact is of course a monumental feat.,0
14162,"The primary objective of the ongoing peace process is to eliminate the consequences of the war unleashed by Armenia, thereby ensuring the immediate, complete and unconditional withdrawal of the occupying forces from all the occupied territories of Azerbaijan — as called for in the Security Council resolutions — the restoration of the territorial integrity of Azerbaijan within its internationally recognized borders and the return of the forcibly displaced persons to their homes and properties — again, as enshrined in the Council’s resolutions.",1
3185,"Yet for years, many in the international community have tried to appease these absurd Palestinian demands and, as a result, they have wasted time trying to advance an illusion that will not happen instead of working for a realistic solution that could happen.",1
16653,"A major solution for mitigating climate change that aligns closely with Latvia’s own experience is sustainable forest management, which provides continuous carbon sinks and sustainable forest products that can replace fossil-based materials, thereby reducing emissions.",1
12480,"The humanitarian crisis in the country, caused by drought, has deteriorated, and we are on the brink of a major humanitarian disaster.",1
6224,"In that regard, I would like to welcome the COVID-19 Vaccine Global Access (COVAX) mechanism, which has made it possible to collect and distribute doses of COVID-19 vaccine to developing countries.",1
11516,Somalia is at a crossroads — every effort must be made to ensure that Somalia’s positive trajectory is not in jeopardy!,1
12946,"We believe that recent measures aimed at restricting remittances, as well as banking transactions, only serve to weaken the economic stability of our sister nation, thereby severely affecting the socioeconomic conditions of the Cuban people.",1
5273,"Rough sleepers are being helped to get their COVID-19 vaccines and move into safe accommodation over the winter thanks to a £28 million government funding boost, the Department for Levelling Up, Housing and Communities announced earlier this week (20 December 2021).",1
3192,"For Lao PDR, we have integrated SDGs and its targets into our 8th 5-year National Socio-economic Development Plan (NSEDP) for 2016-2020 and will continue to further streamline SDGs into our next 9th 5-year Plan.",0
1631,"These advances, which have arisen from effort and fiscal responsibility, allow us to protect our social achievements.",1
13488,"My country is suffering the full brunt of the effects of climate change, characterized by the spread of desertification and its impact on fauna and flora, the drying up of our rivers and streams, hotter weather and repeated floods.",1
11302,We are strongly of the view that lasting peace in the Middle East can come to fruition only through a two-State solution driven by genuine and meaningful dialogue between the Arab countries and Israel.,1
16740,"It ensures that people are at the centre of, and own, our national development trajectory.",0
9383,The increase in prevalence seen in round 17 corresponds with Omicron becoming the dominant variant in England in recent weeks and it became the dominant variant in the final stages of round 16.,0
1553,"In that connection, we support the development and adoption, under the auspices of the United Nations, of a special targeted programme for mountain forests and their preservation, restoration and afforestation.",0
1909,"A pact that allows for the extension of debt repayment terms and the application of lower rates under the current circumstances of financial, health and ecological pressure.",0
2396,Embarking on the path towards living well means that our public policies and way of life must be in harmony and balance with nature.,0
3666,We thus continue to take the necessary steps to prevent and combat this scourge.,1
1205,We continue to urge everyone who is eligible to get a COVID-19 vaccine and booster.,0
12213,Loans originally committed for development and climate change were diverted to cover emergency health needs and mitigate the impact on the unemployed.,0
14052,"Because of their professionalism, most attacks — and all attacks that were intended to inflict mass casualties on civilians — were averted.",1
8065,"Labs used for genomic sequencing are located across the devolved nations including Glasgow, Milton Keynes, Newport, and Antrim.",0
17363,"At this time, we do not know how to deal with the migration of hundreds of millions of people due to factors such as drought, food shortages and meteorological events.",1
5090,"To meet the ambitious target and ensure the country was offered protection against the new variant, the COVID-19 vaccination programme was accelerated and scaled up significantly over the past month.",1
15101,"This dangerous situation has major repercussions for us, including on the economic, security and social fronts.",0
8202,That’s over double the figure before we started our fight against COVID-19.,0
5245,Health and Social Care Secretary Sajid Javid said: We are texting this Boxing Day for all eligible adults to Get Boosted Now.,0
4660,This is a moment that we can all be proud of – the culmination of a brilliant national mission that’s helped us to withstand the Omicron wave and restore more freedom to this country.,0
3387,"Against this backdrop, the United Nations should be reformed to fit the current environment in our joint efforts in addressing the unfolded significant obstacles to peace and development, such as lasting resolution to the Middle East problem, in particular the Palestinian issue and the call for lifting of economic embargo on Cuba and so on.",0
2222,"We have undertaken various actions in coordination with the specialized bodies of the United Nations, as well as with friendly countries, whom I thank for their goodwill in jointly tackling this scourge.",0
7585,"This change to the booking system will further speed up the booster roll-out, getting more jabs in arms and protecting our loved ones.",1
16507,"The world is helplessly witnessing the effects of climate change and global warming, which have been worsening as confirmed by the latest scientific studies, as well as the rapid rise of natural hazards and their devastating consequences, such as the typhoons, cyclones, tsunamis, floods and even severe droughts that are proliferating around the world.",0
13667,"On climate change, the Government of the Republic of South Sudan has updated its nationally determined contribution and will embark on a clean development trajectory by investing in clean energy, by producing 1,000 megawatts of power from hydro, solar, wind and geothermal energy sources and enhancing the resilience of its people by embarking on a smart-climate approach to agriculture.",1
1301,It is the best defence we have against this highly transmissible new variant.,0
5664,"The guidance to work from home where possible will also end, to allow employers to start planning a safe return to workplaces.",1
10603,The United Nations exists to identify the commonalities that will help us get past our working differences.,1
8888,"Children without underlying health conditions are at low risk of serious illness from COVID-19 and the priority remains for the NHS to offer vaccines and boosters to adults and vulnerable young people, as well as to catch-up with other childhood immunisation programmes.",0
7193,We must commit to finding solutions together to the common problems that we confront.,0
10812,Such effects all have a negative impact on the development of our countries.,0
7018,Bangladesh has made impressive progress in the socioeconomic sphere and women’s empowerment over the past decade.,0
5499,Another priority for us is the fight to eradicate hunger and achieve food and nutrition security.,1
10024,"We lack courage, spectacularly and often.",0
3585,"Mr. Secretary General, please allow me to congratulate you on having taken the opportune decision to maintain the dynamics of the functioning of the United Nations with the technological resources at our disposal.",0
6320,"In an era of intensifying great power, competition and rapid technological progress, we are also faced with the serious risk of a new arms race.",0
7133,"I note with great regret that right now, according to the Sustainable Development Goals Report 2020, the world is not on track to achieve the 2030 Agenda for Sustainable Development, mainly owing to the adverse impact of COVID-19.",1
308,Please do take up that offer to ensure your immunity does not wane.,1
7525,"The pandemic has wrecked the 2030 Agenda for Sustainable Development, which the members of this Organization adopted in 2015.",0
6010,"More specifically, while maintaining consistency in the progress already made in terms of economic growth and poverty reduction, Togo will spare no effort to ensure true social harmony for its population, which is a guarantor of inclusive development.",1
3384,Action that is shifting Greece towards the use of renewable energy as we speak.,0
5345,"Let me be absolutely clear – this festive season, the single most important thing you can do is come forward for your life-saving booster jab.",0
3602,"Our government’s economic policy response to COVID-19 has, once again, been to put our people first with tax relief for most key staple food items.",0
16070,"We are therefore developing an integrated climate policy process, led by the Interministerial Committee on Climate Change, and putting in place climate-friendly incentives in the energy sector, as well as green-economy and energy- efficiency policies.",0
7945,"Getting a test as early as possible on arrival and isolation when necessary, can help control the spread of the virus and protect one another.",1
796,Hospital admissions and cases of COVID-19 have continued to rise and we can expect to see further increases before we start to see a decline.,0
957,"If you haven’t done so already, get your jab as soon as possible.",0
13655,"Based on its steadfast position in support of peace and stabilization in the region, the Sultanate of Oman is prepared to make every effort and cooperate with the international parties in order to ensure that negotiations between Palestinians and Israelis are resumed and to support efforts leading to an agreement on a two- State solution, which would contribute to security and stability in the region.",1
14445,We must continue to innovate and work towards progress.,0
6753,Cabo Verde has no doubt regarding the future to which the Secretary-General aspires.,0
13781,"Our ties are ancestral, forged by geographical and cultural proximity and by a common history, which has been painful at times and marked by the slave trade and colonialism, among other things.",1
7197,We welcome the assistance of all my country’s development partners.,0
14953,"On some cardinal principles, the United Nations are indeed united.",0
14528,"At the same time, our resolve to press forward with reforms and ensuring justice is unwavering.",0
13953,Education frees us from poverty and empowers people to achieve a dignified life.,1
9469,"Ensuring access to quality education means less child labour, less exploitation and fewer child marriages.",0
15926,It has contaminated our groundwater resources.,0
11517,Our efforts to respond to COVID-19 and vaccinate our people would not have been possible without the valuable support provided by our partners.,1
17276,South Africa further affirms its solidarity with the Cuban people and calls for the lifting of the economic embargo that has caused untold damage to the country’s economy and people.,1
10039,"More than ever, I believe very deeply, the time has come to resume negotiations among the United States of America, Iran, the signatories to the JCPOA and the Powers in the region that are primarily concerned with the region’s security and stability.",0
16982,"That meeting underscored, inter alia, the need to promote peaceful and inclusive societies in order to achieve sustainable development and build effective, accountable and inclusive institutions at all levels.",0
17304,"Our fiscal consolidation, our budget surplus and the efficient and predictable investment environment we created became a lifeline that saved us from a recession during the pandemic and ensured that we could support our citizens and our economy during the most difficult of times.",1
2361,We place great importance on the rule of law and the national and international levels.,0
4061,"Case rates per 100,000 have fallen across all regions, they continue to be highest in London with a rate of 629.7.",0
12989,"We call for their unwavering solicitude, particularly in the management of the grave humanitarian crisis that terrorism has unleashed, and specifically in taking care of the many refugees and displaced persons.",0
11372,"We will protect the Amazon without compromising our sovereignty, as that is how we must manage shared problems.",0
3664,We therefore reiterate our call from this rostrum to eliminate the external debt of African countries in order to enable them to cope with the pandemic and its social and economic consequences.,1
2164,"Without their commitment and sacrifice, the world would not be anywhere near the path to recovery from this pandemic.",0
7276,"The unexpected storms, the heatwaves in places with otherwise moderate temperatures and the snow in regions that are not used to its cold bite will continue even when we have stopped the trend of rising emissions.",0
4068,Admissions to hospital and critical care remain worrying and are still rising in some parts of the country.,0
3681,"With international support, we in Kyrgyzstan are conducting large-scale judicial reform.",1
1686,We may not live to find out the answer if the usual continues.,0
926,"Case rates rose in all age groups except those aged 5 to 9, and there has been an increase in the number of acute respiratory infection incidents in England.",0
17195,My country deeply believes in international solidarity and common efforts aimed at ensuring the well-being of all peoples.,0
10190,"I do not believe that the right response to growing contemporary inequalities in the areas of climate, opportunities and education lies in the fiscal agenda of each individual country.",0
5642,But that is still more than we received in February and the supply we do have will still enable us to hit the targets we have set.,1
6081,"To that end, we encourage and support ongoing efforts to provide equitable access to vaccines in order to effectively ensure global herd immunity.",1
12928,"In fact, the World Bank has stated that any sudden stop to remittances to economies that rely on those flows could pose a significant threat to socioeconomic stability.",0
4903,"To claim the Test and Trace Support Payment, you must have tested positive for COVID-19 following a PCR test or an assisted LFD test.",1
4007,"Case rates per 100,000 are lowest in the South West with a rate of 87.4.",0
13773,"It is our duty, for the sake of our future, to relaunch multilateral formats.",0
7791,Passengers returning to England from these destinations will no longer be required to enter hotel quarantine.,0
11050,"The key is to keep those arrangements open and inclusive, so that they can overlap and complement one another and allow other countries to join when they are ready.",0
11458,"It is similarly our responsibility to provide a safe and secure environment where our society can flourish, a commitment that cannot easily be achieved when peace and security continues to be threatened across the continents.",1
9485,"However, the grim reality today is that nearly 65 million Ethiopians do not have access to electricity.",0
3517,"In this respect, we have allocated resources and increased investment in the agricultural and tourism sectors as we recognise the need to build resilience in these areas through incentives, policies, programmes and public private partnerships.",1
11768,"Unfortunately, our country loses hundreds of millions of dollars annually as a result of water-borne disasters, and in many cases, natural disasters cause human losses and destruct the vital infrastructure.",1
6249,It is imperative that we take the right measures to slow down the rate of temperature rise on the Earth’s surface.,0
16344,"Seventy years ago, when the world was under the shadow of the ominous threat of extinction, perceptive men and women from 50 countries, representing all the continents of the world, appended their signatures to the Charter of the United Nations in the clear determination to save the world from the follies of the leaders of the time.",0
6026,"Meantime, domestic electricity consumption is rising due to population growth and economic development.",1
14054,"The ANDSF has proven itself to be a solid and professional institution able to protect our democratic process, and the international community has taken a firm stand in solidarity with the Afghan people and their Government.",0
114,"The vast majority of reactions which are reported relate to expected side effects such as injection site reactions and flu-like symptoms, as was seen in our initial assessment.",0
241,It is vital that women of all backgrounds accept their offer of the vaccine in order to protect themselves.,1
9651,"Prejudice, ignorance and bigotry, as well as attempts to marginalize migrants, in particular Muslims, have paved the way for the rise in such morbid tendencies, which can be defeated only by our common will and efforts.",0
17528,"There is no question that democracy is the most effective system for improving people’s lives, increasing their prosperity and creating opportunities.",1
7814,"Revocation under schedule 21, part 2, paragraph 4(2) of the Coronavirus Act 2020 In line with the move to step 4 of the roadmap and the publication of the autumn and winter plan, the Secretary of State for Health and Social Care has today laid a statutory instrument (SI) to remove certain powers from the Coronavirus Act 2020 which are no longer deemed as necessary and proportionate to respond to the pandemic.",0
15286,"This is not the global interests organization; this is the United Nations Organization, and so it must remain.",0
17158,"Its violence betrayed a desire for ethnic cleansing and civil war, and an attempt to destroy the economy and make Malawi an ungovernable State of lawlessness.",0
5415,"There is no change to the guidance for unvaccinated contacts of positive COVID-19 cases, who are still required to self-isolate for 10 full days after their date of exposure to the virus.",0
14776,"We may try to delineate our borders more clearly or make clearer distinctions on the basis of colour, race, language and creed, but that picture tells us that the natural path is to be inclusive.",0
16517,"Speaking of Angola in particular, I would like to highlight the major ongoing reforms that aim to build a truly democratic State that respects the rule of law, fights corruption and impunity, and promotes a culture of accountability among civil servants.",0
12518,"As a Small Island Developing State, we continue to embrace the principle of collective security enshrined in the Charter as a major safeguard for Small States, where the rule of law, in the absence of military and economic power, sustains their strength and sovereignty.",0
4146,About 1 in 3 people who have coronavirus have no symptoms and will be spreading it without realising it.,0
8024,"Among people who were in contact with a confirmed COVID-19 case, prevalence was 7.35% compared with 0.43% among those without such contact.",0
17765,So let’s slow down Omicron’s spread And at the same let’s reduce the harm Omicron can do to us by building up our vaccine defences.,1
14522,International media groups acknowledged Armenia’s role in the global democratic surge as providing hope for global democracy.,0
3743,"Case rates are currently highest in younger age groups, who are less likely to be hospitalised so the vaccine is working to reduce severe disease in more vulnerable groups.",0
6083,"Nauru, like many SIDS face barriers to sustained economic growth due to our geographic remoteness, small scale of our economy, vulnerabilities to climate change, external economic and financial shocks and the rules that govern development assistance.",1
12275,"Namibia joins other Member States in congratulating the President on his election to lead the General Assembly at its seventy-sixth session, convened under the theme Building resilience through hope — to recover from COVID-19, rebuild sustainably, respond to the needs of the planet, respect the rights of people and revitalize the United Nations.",0
7731,"This updated guidance will ensure healthcare professionals have the necessary flexibility in the booster programme, allowing more vulnerable people to be vaccinated where it makes operational sense to do so – including our loved ones in care homes.",1
11127,"In addition, our strategic literacy plan, covering the period 2019 to 2024, is aimed at significantly reducing the illiteracy rate to less than 10 per cent by 2024.",0
15217,"Brazil reaffirms its unwavering commitment to the highest standards of human rights and to the promotion of democracy and freedom, including the freedoms of expression, religion and the press.",0
6259,"Lastly, I have come to the General Assembly with the spirit of my late husband, Dr. John Garang De Mabior, and all those who paid the ultimate price in the struggle.",0
15336,We stand ready to do what it takes to ensure humanitarian access to beneficiaries in Syria.,0
3547,"Korea also combined multilateralism with its community spirit, enabling people to practice the spirit of freedom for all.",1
13439,It is arrogance that leads people to make mistakes and do stupid things — cruel things like those perpetrated by Narendra Modi.,1
6802,"More than 4.5 million people have died because of the pandemic, which has worsened the living conditions in this planet.",1
8242,"This is the first campaign delivered by the new Office for Health Improvements and Disparities, which was launched on 1 October with the aim of tackling health inequalities across the country.",0
16063,"We have successfully implemented a hepatitis C eradication programme with the support of the United States Centers for Disease Control, the World Health Organization and private partners, thereby setting a global precedent for nationwide chronic-illness eradication through treatment.",1
16573,"While international mechanisms for the maintenance of peace and security do exist, an inability to take a firm stand against some States’ aggressive policies has hindered international efforts.",0
11036,"Growth requires trade, investment and technology and all those activities depend on working with others, within an open and orderly international framework of rules.",0
361,I feel this responsibility very deeply.,0
3056,"Mr. President, At a time when isolationist sentiments, geopolitical tensions, and economic uncertainties are escalating, the multilateral rules-based system is severely being tested.",0
17060,"New Zealand will never produce all of the food that the world needs, no matter how many sheep the world may think we have, but we can produce the ideas and the technology that the world needs for everyone to farm and to grow in the most sustainable way possible.",0
10115,"It also leads to diminished growth, because it means depriving each of those countries of half of its potential wealth.",1
13281,Only proactive policies will enable us to grapple with the strains on a country that welcomes more than twice its permanent population on a daily basis.,1
9230,"1,072 genomically confirmed cases of BA.2 have been identified in England.",0
6247,The expected economic recovery is also dependent on reducing the divide between all areas of the North and the South.,0
11436,I recall that the objective is to halve greenhouse gas emissions and preserve biodiversity while promoting investment in green infrastructure in developing countries to stimulate and decarbonize their economies.,1
3101,"The end-of-war declaration will, indeed, open the door to complete denuclearization and permanent peace regime on the Korean Peninsula.",1
2470,The pandemic also revealed the extent of the technological gap between countries and showed us the importance of new information and communications technologies and the need for urgent action to reduce that gap.,1
13100,"To ensure that no one is excluded from the benefits of economic development, there must be a multilateral commitment to prosperity for all through the opening up of economic participation to individuals and peoples.",1
3158,"We consider this a cornerstone for achieving a just and comprehensive peace leading to the establishment of an independent Palestinian state, with East Jerusalem as its capital, based on the resolutions of international legitimacy and the Arab Peace Initiative, in order enter a new stage of work in which we extend bridges of good neighborly relations to build and develop the common interests of the countries of the region.",1
3381,Achievements and efforts to eradicate poverty and progress in the implementation of SDGs has been severely impacted.,0
885,Please keep playing your part to reduce the spread of COVID-19.,1
11728,"But I continue to believe that a two-State solution is the best way to ensure Israel’s future as a Jewish democratic State, living in peace alongside a viable, sovereign and democratic Palestinian State.",1
15247,It is ready to cooperate with other countries to protect those who are oppressed because of their faith.,1
15231,Our military police officers were the preferred target of crime.,0
13201,"Needless to say, each nation, individually and collectively, must put the balanced improvement of the livelihood of its people at the top of its priorities.",0
15248,"The Brazilian people are particularly concerned about the growing persecution, discrimination and violence against missionaries and religious minorities in different regions of the world.",0
4419,"The Transport Secretary, Grant Shapps, has today (17 September 2021) announced a simplified system for international travel in light of the success of the UK’s domestic vaccine rollout, providing greater stability for industry and passengers.",1
8603,Priority vaccinations and boosters for residents and staff will also continue updated hospital discharge guidance will be published setting out how all involved in health and social care will work together to ensure smooth discharges from hospital and people receive the right care at the right time in the right place designated settings will be removed.,0
5574,"This is the very best way to save lives, reduce the pressure on our NHS and keep our country open.",1
3657,We reemphasize our support for all efforts made by the the Secretary General’s Special Envoy of to Yemen aimed at resuming the political process in order to reach a political solution that could bring an end to this crisis.,1
5488,"However, immunizing a critical mass of the world’s population faces a host of challenges, including dangerous strains of the virus, inequitable access to vaccines, and global competition for a limited supply of doses, to which the most powerful economies have gained access while forgetting that their hoarding of vaccines could become a risk to themselves if we, the smaller and poorer countries, do not reach the same level of immunity.",1
3677,"While the international community is assessing its consequences, it is also an opportunity to draw on good lessons and practices, in order to respond more effectively to possible challenges in the future.",1
7347,"In particular, the 2030 Agenda for Sustainable Development set the tone and benchmarks for countries to incorporate sustainability in their development policies.",0
8924,"Mike Bell, National Public Affairs Lead at Thomas Pocklington Trust, said: For many blind and partially sighted people working from home, returning to workplaces or accessing leisure and health services, getting regular lateral flow tests has been vital.",0
2143,"It will help slow the spread of the virus — and, we hope, prevent variants emerging.",1
467,I have asked the NHS to prepare to offer those eligible a vaccine as soon as possible.,0
11113,I hope that the international community’s support and cooperation will enable swords to be beaten into ploughshares on the Korean peninsula.,1
2740,"More than 75 per cent of our adult population has received the first dose of the vaccine, and we are just starting to vaccinate adolescents.",0
13431,"We joined the United States’ war on terror after 2001, and Pakistan experienced one of its worst periods, in which 70,000 Pakistanis died and our economy shrank by more than $150 billion.",0
3274,"Prior to the advent of the pandemic, Jamaica had been recording significant progress in our pursuit of economic independence, through macro-economic stability, reduction in our high levels of public debt, poverty alleviation, human capital formation and increased employment opportunities, while protecting the vulnerable in our society.",1
1052,"One year on from its launch, the New Variant Assessment Platform (NVAP) will continue expanding its work to other countries and regions worldwide to help global health security efforts.",0
9619,"We must therefore ask ourselves, what purpose does the United Nations serve?",0
6209,We are strongly committed to the implementation of the Sustainable Development Goals and the Paris Agreement on climate change.,0
4027,"The good direction could reverse quickly, and the rate of cases and hospitalisations remains worryingly high.",0
1557,"In the nineteenth century, the importance of a nation was based on its natural resources and territory.",0
12389,Desertification is threatening the livelihoods of more than 2 billion people around the world.,1
11806,"So far, in spite of the grisly predictions of dead bodies littering the streets of Africa, and in spite of the fact that we have less access to vaccines than the developed world, Africa seems, mercifully, to have escaped the worst of the COVID-19 death rates — and for that, we thank God.",0
2563,We will reject any kind of quota system of distribution in any framework.,0
10907,Only through negotiations can a lasting political solution be achieved on the Korean peninsula.,1
960,"Case rates were highest in those aged 5 to 9, with a weekly rate of 873.8 per 100,000 population.",0
368,"But the British people came together to stop that from happening and, in turn, you did your utmost to protect them, through the acute trusts expanding critical care, community trusts that we are putting in place, enhanced discharge schemes and mental health trusts setting up wellbeing hubs for NHS colleagues.",0
3814,This is a reminder that we still have a way to go and need to remain cautious.,0
1547,"Soon, Fiji will reopen to tourism and to regional and international business.",0
7206,"We can also mention our talks with Spain, Canada, Chile and Mexico.",0
4077,"The number of acute respiratory infection incidents in England was 1,627 in week 1, compared to 1,200 in the previous week.",0
7436,And we must base our actions on the best scientific advice and the Law of the Sea — the very constitution of the Ocean.,0
16801,"We invite the international community to join hands with us, in a constructive way, to ensure that democracy takes firm root in Myanmar.",0
16769,"Together, we can achieve that in our lifetime.",0
12780,"However, in order for the spirit of inclusion to become a tangible reality, we must ensure that the much-vaunted reform of the Organization become a reality through the inclusion of Africa in the Security Council, thereby including the continent in global decision-making.",1
2283,"The recovery from COVID-19 and sustainable reconstruction will not proceed if issues, new and old, are not handled by joint forces and collaborative international actions.",0
7239,One of the areas that can serve as the cause of peace and cooperation is transportation projects.,0
6437,"That is the way of hope, which all of us should walk in this Organization.",0
1727,"Climate change and global warming, both visible and scientifically proven through the work of the Intergovernmental Panel on Climate Change (IPCC), are key issues that are restricting the path to sustainable development.",0
7012,"We intend to reach a global agreement to stop the use of coal as soon as possible, and, consistently with this objective, block the financing of new projects of this kind.",0
539,"Several major milestones have already been hit with the booster programme, with more than one million people in London, Midlands, North East and Yorkshire, North West and South East having received the top-up jabs: East of England – 1,167,836 London – 1,154,916 Midlands – 1,774,770 North East and Yorkshire – 1,561,674 North West – 1,260,940 South East – 1,578,907 South West – 1,071,946 Vaccines Minister Maggie Throup said: The COVID-19 booster programme is in full swing and it is an incredible achievement to reach 11 million boosters across the country.",0
3405,"As the foremost multilateral institution, the United Nations and its most noticable specialised agency; the World Health Organisation (WHO), are better suited to mobilise action relating to immediate and long-term responses to the COVID 19 pandemic.",0
1201,"This matches a recent study led by Oxford University and the Office for National Statistics (ONS), using data from the COVID-19 Infection Survey produced by the latter.",0
15277,Ideology has invaded the human soul itself to expel from it God and the dignity with which He has endowed us.,0
4933,"The consequences of COVID when you are pregnant are clear and potentially devastating, from increased possibility of premature birth and admission to intensive care to a heightened risk of stillbirth.",1
11097,"If North Korea makes sincere efforts to implement denuclearization, the international community should also reciprocate.",0
10694,"The attempts to play the Kurdish card, which is potentially a combustible issue for many countries, are alarming.",0
3558,"Mr. Chairman, The topic of this year’s debate faithfully depicts one of the key challenges international community is facing, upon which we must work together in order to devise an effective and a comprehensive response.",1
8911,"Two doses of the COVID-19 vaccination provide a high level of protection against long COVID, compared to one dose or no doses.",1
11485,"Therefore, if structural obstacles and our unique vulnerabilities are not considered and appropriately addressed, the goals of the SAMOA Pathway and the full achievement of the 2030 Agenda will continue to be compromised.",1
7749,"The new milestone follows a record-breaking week of booster jabs being administered, with more than 2 million in the last 7 days alone.",0
1325,"In the most recent week of data (specimen dates from 30 November 2021 reported as of 6 December), the number of cases with SGTF has increased to 705.",0
9482,Ethiopia’s main aspiration is to lift our people out of poverty.,0
2153,"Of course, the value we can extract from tools is contingent on their utility — the manner in and the purpose for which those tools are used.",0
4928,"We urge all pregnant women to get vaccinated as soon as possible, and to get boosted 3 months after the second dose.",0
9531,Syria today has become a wound in the collective conscience of humankind and a symbol of global injustice.,0
10976,"Even with a promising economy, we must ensure that our growth is sustained and inclusive.",0
17080,The effectiveness of this international order depends on the willingness of all United Nations members to engage in finding lasting multilateral solutions that conform with the core values of the United Nations.,0
1303,Please make sure you follow all the available guidance.,0
148,The UKHSA designated variant B.1.1.529 as a variant under investigation (vui) on Thursday 25 November.,0
12094,"Many steps are being taken to restore trust among Libyans, the first of which is the exchange of detainees and the release of a number of prisoners who have either served their sentences or been found innocent.",0
15724,We have been able to negotiate the funding required to achieve this goal and would like to thank our partners that assist Tonga through public and public-private financing to accelerate my country’s transition to renewable energy and resilient infrastructure in support of Sustainable Development Goal 7 and its associated targets.,1
4069,This will inevitably lead to more deaths.,1
15942,"Our oceans and fisheries are our greatest hope for sustainable development, providing over 50 per cent of our annual national development budget.",0
17185,The continued instability in that country is a threat to us all in the hemisphere.,0
7108,"In this spirit, I would like to reiterate our candidature for membership of the ECOSOC for the term 2023 - 2025.",0
16315,"Those reforms, among other things, have helped to increase Government revenue collection from an average of TSh850 billion per month to TSh1.3 trillion per month.",1
4415,"Dexamethasone has saved at least 22,000 lives in the UK and a million worldwide since being rolled out to COVID-19 patients last year.",1
8440,Thursday 22 July 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level COVID-19 activity increased in week 28 of 2021.,0
11040,"However, if global markets become less open and conditions for trade and investment more uncertain and disorderly, their progress will become much harder.",1
11342,"First, concerning the situation in the Middle East, the attacks on two oil facilities in Saudi Arabia have shown us how fast things can escalate.",0
2038,And the only rule book available is the that of the international law of the sea.,0
8415,"Case rates were highest in those aged 20 to 29, with a 7-day rate of 611 per 100,000 population and second highest in those aged 10 to 19 with a 7-day rate of 512.4 per 100,000 population.",0
416,It’s all about public service.,0
6350,"Colombia is made up of good, honourable and hard-working people, who are today represented at this global meeting and would like to say through me that it is time for action on climate change and brotherly migration.",0
12913,"Our achievements in Grenada are indeed commendable and we are justly proud, but we do recognize that we have much work to do, especially as it relates to elevating our citizens out of poverty.",0
9989,The best solution to the migrant issue would be to strengthen cooperation and better distribute responsibilities.,0
7617,"They remain suspended in the air, increasing the risk of other people in the room breathing in the infectious particles, especially if there is no ventilation or fresh air helping to refresh the air being breathed.",0
15708,"My delegation and I congratulate the President on his four priorities to guide our work during this session, namely, promoting international peace and security, in particular conflict prevention; strengthening global action to tackle climate change, which is integral to the effective implementation of the Sustainable Development Goals (SDGs); accentuating inclusion, human rights and the empowerment of youth and women; and promoting partnerships for advancing the achievement of the SDGs, which are interlinked, very timely and relevant to addressing, during his tenure, the challenges of our time, which we fully support.",0
451,"Yesterday the vaccination programme took another significant step, with the government accepting the advice from the independent experts at the Joint Committee on Vaccination and Immunisation (JCVI) to expand the booster programme to those aged 40 to 49.",0
408,"Now, I know that different people hear different things when they hear the word reform.",0
